source_text,source_filename,target_text,target_filename
" Simaria investe pesado e compra restaurante na Espanha: 'Sonho'
Franquia fica em um shopping, em Valência, cidade natal do marido da cantora; novidade foi compartilhada pela coleguinha por meio da web 

 Simaria, dupla com Simone, decidiu ampliar os negócios da família. A artista acaba de comprar um restaurante de comida oriental em Valência, na Espanha, terra natal do marido.

A novidade foi compartilhada pela coleguinha por meio de publicação nas redes sociais, nesta quarta-feira (18), e confirmada pela reportagem do R7. 

A franquia fica em um shopping, na área portuária da cidade espanhola. ""Agora tenho um restaurante para chamar de meu. Quando forem a Valência, estão convidados a conhecer esse meu cantinho"", escreveu no Instagram. 

Em texto enviado à imprensa, a cantora destacou que o projeto é a realização de um grande sonho. ""Fiz o investimento na cidade do meu marido. Estou muito feliz porque sempre quis investir e ter um estabelecimento. Posso dizer que o espaço é lindo"", completou. 

Na segunda-feira (16), Simone e Simaria anunciaram a data de lançamento do primeiro EP do projeto Debaixo do Meu Telhado. As quatro faixas serão apresentadas no dia 27 de novembro no YouTube e em todas as plataformas de streaming.

As gravações do novo trabalho aconteceram na casa de Simone, em um condomínio de luxo, em Alphaville, São Paulo.

“Meus amores, estamos muito ansiosas por esse lançamento que foi feito com todo carinho para vocês, nossos maiores incentivadores e que estão sempre ao nosso lado. Esse projeto é especial”, disse Simaria, por meio de texto enviado à imprensa.",../entretenimento/28.txt,"Simaria, da dupla Simone e Simaria, comprou um restaurante de comida oriental em Valência, na Espanha, cidade natal de seu marido. A novidade foi compartilhada por Simaria em suas redes sociais. O restaurante está localizado em um shopping na área portuária da cidade. Simaria afirmou que esse investimento é a realização de um grande sonho e convidou seus seguidores a conhecerem o seu novo negócio quando estiverem em Valência. Além disso, Simone e Simaria também anunciaram a data de lançamento do primeiro EP do projeto ""Debaixo do Meu Telhado"", que será lançado no dia 27 de novembro. O EP foi gravado na casa de Simone em um condomínio de luxo em Alphaville, São Paulo. Simaria expressou sua ansiedade pelo lançamento e agradeceu aos fãs pelo apoio.",entretenimento/28.txt
"K-Pop: aespa faz primeira performance de “Black Mamba”
Grupo novo apresentou o universo tecnológico com avatares.

O debut do girlgroup aespa, da SM Entertaiment, está movimentando o mundo do K-Pop nesta semana. Depois do lançamento do single e do clipe “Black Mamba”, o grupo realizou também a primeira performance da música, divulgada no YouTube. No vídeo, as quatro integrantes aparecem acompanhadas de dançarinas e também de seus avatares.

A performance é importante para reforçar o conceito do grupo, que foi criado com intuito de apresentar toda uma narrativa dramática para o público. “Black Mamba” é o título do single, mas também o nome do vilão que o aespa tem que combater. O vídeo dessa apresentação introduz o personagem e o universo de efeitos gráficos que vai pautar pelo menos a primeira era do aespa.
Veja a performance do aespa:

No conceito proposto pela SM Entertainment, Black Mamba está ameaçando o mundo ao bloquear a conexão entre os membros do aespa. “Elas irão mostrar mostrar atividades dramáticas e coloridas baseadas nas visões do mundo, encontrando uma nova versão delas mesmas, avatar, e experimentar um novo mundo”, diz a produtora.

    “Eu ainda não acredito que é real. Eu posso sentir a pressão, mas os sentimentos de querer mostrar ao mundo a boa música e a boa performance são ainda maiores”, comemorou a integrante Karina em comunicado enviado à imprensa.

O single já aparece no Top 50 da parada do Spotify alguns países asiáticos como Tailândia, Indonésiae Malásia, além de liderar o iTunes na Indonésia e nas Filipinas. . O clipe teve 37 milhões de visualizações em dois dias – um ótimo debut. O vídeo da performance já está com 2,8 milhões de acessos.

    “O fato de tantas pessoas estarem demonstrando interesse em nós nos faz querer trabalhar mais duro. Eu quero continuar mostrando o quanto eu posso mudar”, diz Giselle, uma das integrantes.",../entretenimento/86.txt,"O grupo de K-Pop aespa, da SM Entertainment, fez sua primeira performance do single ""Black Mamba"". A apresentação, divulgada no YouTube, mostrou as quatro integrantes acompanhadas de dançarinas e de seus avatares, reforçando o conceito do grupo. O aespa foi criado com uma narrativa dramática, enfrentando o vilão Black Mamba. A performance introduziu o personagem e o universo de efeitos gráficos do grupo. O single já alcançou boas posições em paradas de países asiáticos, como Tailândia, Indonésia e Malásia, e o clipe já possui milhões de visualizações. As integrantes estão entusiasmadas com o interesse do público e estão determinadas a mostrar seu potencial.",entretenimento/86.txt
"Samba, cachaça e piolhos em fã: Livro mostra relação intensa de Jimmy Page com o Brasil
'Jimmy Page no Brasil', de Leandro Souto Maior, reconta histórias brasileiras do guitarrista do Led Zeppelin. Livro tem fotos e entrevistas com fãs e amigos que receberam o músico por aqui.


Fã de Led Zeppelin, o jornalista e músico Leandro Souto Maior leu vários livros sobre a banda inglesa, mas não encontrou nada sobre a relação dela com o Brasil.

Só que a conexão do Led com o Brasil é antiga, principalmente a do guitarrista Jimmy Page. Tem tanto assunto que daria um livro e Leandro resolveu escrevê-lo.

Lançado em edição bilíngue (português e inglês), ""Jimmy Page no Brasil"" mostra com fotos e relatos as temporadas do rockstar na Bahia e no Rio. O site do projeto tem mais detalhes sobre o livro.

G1 - Por que lançar um livro sobre Jimmy Page no Brasil? Quando surgiu a ideia?

Leandro Souto Maior - A ideia surgiu em um papo informal há uns cinco ou seis anos, com o Luiz Claudio Rocha, o Lula Zeppeliano, presidente do Zeppeliano Fã-Clube. Ele estava me contando das vezes que o Jimmy Page veio ao Brasil, e que ele estava presente em quase todas. Ele tem muitas fotos cedidas ao livro, desde a coletiva de imprensa no Sheraton em 1994, para divulgar o CD “Unledded”, até o passeio que ele fez por escolas de samba cariocas em 2010. Eu achei que havia já ali uma espinha dorsal de uma boa história. Já li a maioria de livros sobre Page e Zeppelin, e despertei para o fato de que essa história ainda não havia sido contada.

G1 - Desde quando você é fã de Led? Lembra da primeira vez que ouviu?

Leandro Souto Maior - A lembrança mais antiga que tenho de Led Zeppelin é de ter visto o filme deles “The song remains the same”. Ganhou o nome brasileiro de “Rock é rock mesmo”. É um filme que muda a vida de uma pessoa, principalmente quando se conhece bem novo, na adolescência. E eu sonhava com a guitarra do Jimmy Page, colava o ouvido na caixa de som para a cabeça tremer ao som da guitarra dele. E tinha a bateria de John Bonham também, claro.

G1 - Você já disse que tem várias histórias de fãs bem engraçadas no livro. Poderia contar as que te fizeram rir mais?

Leandro Souto Maior - Várias me fizeram rir, posso destacar a de um fã cuja mãe trabalhava no cabeleireiro do hotel Sheraton, em São Conrado [bairro do Rio], onde Jimmy e [Robert] Plant [vocalista do Led Zeppelin] se hospedaram naquela tour de 1994. Ele estava infestado de piolhos e foi, então, fazer tratamento... no cabeleireiro do Sheraton, é claro, aproveitando para juntar duas coisas: de repente dava a sorte de encontrar um deles. E é o que aconteceu.

Ele estava com a namorada e abraçaram o Jimmy Page na saída do elevador: ""minha namorada quase beijou ele na boca. Se pararmos para pensar que piolhos se alimentam do nosso sangue e que provavelmente contaminamos ele com alguns piolhos, mesmo que por alguns minutos ou dias... posso considerar que ele é sangue do meu sangue"". Era o Rafael Marroig [fã do Led Zeppelin], na época com 16 anos.
",../entretenimento/56.txt,"O livro ""Jimmy Page no Brasil"", escrito por Leandro Souto Maior, retrata a relação intensa do guitarrista do Led Zeppelin com o país. A obra, lançada em edição bilíngue, traz fotos e depoimentos de fãs e amigos que receberam o músico durante suas temporadas na Bahia e no Rio de Janeiro. A ideia para o livro surgiu há alguns anos, quando o autor conversava com o presidente do fã-clube Zeppeliano, que contou sobre as várias visitas de Page ao Brasil. Além disso, o autor compartilha algumas histórias engraçadas de fãs, como a de um rapaz que, ao encontrar o guitarrista, tinha piolhos e acabou brincando que Page se tornou ""sangue do seu sangue"".",entretenimento/56.txt
"Michel Teló surge na praia de máscara: “respirar um pouquinho”


Michel Teló não esconde de seus seguidores que ama curtir uma boa praia e, na manhã da última terça-feira (17), o sertanejo divulgou um clique em frente ao mar, usando máscaras e, aproveitou para refletir sobre os atuais dias.

“Amo o mar. Amo mesmo. Pensa num caipira que gosta desse trem! Essas temporadas que passamos no Rio de Janeiro sempre aumentam mais ainda o desejo de morar por aqui. Essa luz, essa cor, essa imensidão. Sempre me trazem uma conexão com Deus”, iniciou ele que se prolongou.

“Ontem viemos respirar aqui um pouquinho. Trazer as crianças pra brincar. Achamos um lugar praticamente vazio. Pulamos as ondas, curtimos a areia, o sol. Foi maravilhoso. de mascara sim, pq ainda não acabou.. Pq cuidando da gente, a gente cuida do outro. E assim todo mundo se cuida, né? Esses momentos são os que ficam! Acho q fiquei mais feliz até q as crianças. Por mim, trazia um frango, uma farofa, umas cervejas e passava o dia! Sou o rei da farofada! Qual foi a maior alegria que você compartilhou nos últimos dias?”, escreveu o jurado do reality The Voice Brasil.

Com mais de 80 mil likes, os fãs do cantor reagiram ao post; “Caraca, que lindeza..você está certíssimo, toda essa lição serve para valorizarmos mais a vida”, falou um rapaz. “Fica lindo até de máscara”, afirmou a segunda pessoa. “Sinto tanto orgulho de você”, confessou o último individuo.

Há alguns dias, o muso usou as redes para homenagear o ator Tom Veiga que, faleceu de forma repentina. Na ocasião, o artista divulgou um clique ao lado do personagem Louro José.

“Descanse em paz, companheiro, Tom Veiga! Vc sempre muito carinhoso comigo e com minha família. Que legado lindo vc deixou, através da sua arte. Sentiremos saudades. Força pra toda a família, amigos, e @anamaria16.”, escreveu ele.

“A vida é mesmo uma incógnita, Ana Maria já lutou tantas vezes pela vida, tantas batalhas e venceu, e seu companheiro de trabalho de uma vida toda se vai assim… disse um internauta. “Eu ainda não estou conseguindo acreditar. É um susto. A morte também é um susto! Vem como o vento, deixa a notícia e vai embora”, afirmou a segunda pessoa. “Somos um instante, e em um instante não somos nada. Deus conforte aos amigos e tbm de forças a @anamaria16″, argumentou a última.",../entretenimento/49.txt,"Michel Teló, cantor sertanejo, compartilhou uma foto na praia usando máscaras e refletiu sobre os tempos atuais. Ele expressou seu amor pelo mar e a conexão com Deus que sente lá. Teló também mencionou que foi à praia com sua família para brincar e aproveitar o sol, mas ressaltou a importância de usar máscaras para proteção. Ele terminou o post perguntando aos seguidores qual foi a maior alegria que eles compartilharam nos últimos dias. Os fãs reagiram positivamente ao post. Recentemente, Teló também prestou homenagem ao ator Tom Veiga, que faleceu repentinamente. Ele expressou tristeza pela perda e desejou força à família e a Ana Maria Braga.",entretenimento/49.txt
"
Ator de Flor do Caribe, Jonas Mello morre aos 83 anos
A trama de Walther Negrão foi o último trabalho do veterano na televisão, que se aposentou das novelas e decidiu se dedicar aos trabalhos de locução.

Jonas Mello, intérprete de Arruda em Flor do Caribe, morreu na quarta-feira (18), aos 83 anos. O corpo do ator foi encontrado no apartamento dele, localizado em São Paulo. A trama de Walther Negrão foi o último trabalho do veterano na televisão, que se aposentou das novelas e decidiu se dedicar aos trabalhos de locução.

Jonas Mello como o personagem Arruda em Flor do Caribe, sua última novela

Segundo o relato de Josefina Rodrigues de Mello, irmã de Jonas, o ator entrou em contato com um primo na tarde de quarta e relatou um desconforto em sua saúde. O parente foi até a residência do locutor, onde o encontrou morto sobre uma cama.

""Ele dirigia, fazia as compras, caminhava pelo bairro e estava bem para um senhor de 83 anos"", afirmou Josefina para à Agência Record. O velório e o sepultamento serão realizados nesta quinta-feira (19), no Memorial dos Santos. Porém, os horários das cerimônias ainda não foram divulgados.",../entretenimento/15.txt,"O ator Jonas Mello, conhecido por seu papel em ""Flor do Caribe"", faleceu aos 83 anos. Ele foi encontrado morto em seu apartamento em São Paulo. Após se aposentar das novelas, Jonas decidiu se dedicar aos trabalhos de locução. Segundo relatos da irmã do ator, ele apresentou desconforto em sua saúde antes de sua morte. O velório e o sepultamento serão realizados no Memorial dos Santos.",entretenimento/15.txt
"Rapper Lil Wayne é acusado de posse ilegal de armas em Miami
Se condenado, artista de 38 anos pode pegar até 10 anos de prisão.


O rapper americano Lil Wayne foi acusado nesta terça-feira (17) em Miami por porte de arma de fogo, algo que a lei federal proíbe devido a seu status de ex-presidiário. A polícia apreendeu uma pistola e munição em um avião particular no ano passado.

O artista, cujo nome verdadeiro é Dwayne Michael Carter, recebeu uma única acusação de ""porte de arma e munições por um criminoso condenado"", de acordo com um documento do tribunal federal de Miami.

O texto observa que Carter, de 38 anos, tinha uma arma e munições no dia 23 de dezembro de 2019 em Miami, apesar de ter ficha criminal por um delito anterior.

Segundo o jornal local Miami Herald, o rapper identificou como sua uma pistola banhada a ouro, que foi encontrada em sua bagagem durante uma busca em um jato particular pouco antes do último Natal. Ele disse que se tratava de um presente que ganhou no Dia dos Pais.

Também foi encontrado munição, cocaína, ecstasy, heroína, analgésicos e quase US$ 26 mil em espécie. O rapper foi acusado apenas pelo porte de arma de fogo.

Em 2009, Lil Wayne foi condenado em Nova York a um ano de prisão por porte ilegal de armas.

De acordo com o Herald, o cantor premiado cinco vezes pelo Grammy pode pegar até 10 anos de prisão se for considerado culpado. Ele deve comparecer ao tribunal de Miami em 11 de dezembro.

Lil Wayne ganhou as manchetes recentemente por sua simpatia pelo presidente Donald Trump, com quem se encontrou em outubro.
",../entretenimento/58.txt,"O rapper Lil Wayne foi acusado de posse ilegal de arma de fogo em Miami. Em dezembro de 2019, a polícia encontrou uma pistola e munição em um jato particular que pertencia ao artista. Ele recebeu uma única acusação por possuir uma arma sendo um criminoso condenado anteriormente. Lil Wayne afirmou que a arma foi um presente de Dia dos Pais. Além da arma, também foram encontradas drogas e dinheiro em espécie. Em 2009, o rapper já havia sido condenado por posse ilegal de armas em Nova York. Se for considerado culpado, Lil Wayne pode ser condenado a até 10 anos de prisão. Ele deverá comparecer ao tribunal em dezembro.",entretenimento/58.txt
"Blackpink: por que afagos de banda feminina de K-pop em panda irritaram chineses
Imagens colhidas para reality show, de meninas da banda fazendo afagos em filhote em zoológico sul-coreano, causaram onda de protesto na mídia e de internautas chineses reclamando que panda foi colocado em risco.



Uma famosa banda feminina de K-pop criou polêmica na China depois que suas integrantes foram vistas em seu reality show fazendo afagos em um filhote de panda.

As estrelas do Blackpink foram filmadas neste mês abraçando o filhote Fu Bao, de três meses, em um zoológico na Coreia do Sul.

As cenas do programa de TV parecem inocentes, mas na China causaram furor e uma onda de reclamações nas redes sociais e na imprensa.

Com isso, a gravadora da banda decidiu tirar o vídeo do ar.

'Diplomacia dos pandas'

Na China, o tratamento de pandas no exterior é um assunto sensível, já que se trata do único país onde estes animais vivem em habitat natural. O país asiático cede pandas para zoológicos ao redor do mundo como um gesto de fortalecimento dos laços diplomáticos.

É aí que entra Fu Bao. Ele nasceu em julho, filho de dois pandas gigantes que chegaram à Coreia do Sul em 2016, vindos da província chinesa de Sichuan como parte desta ""diplomacia dos pandas"".

Na semana passada, Fu Bao, cujo nome significa ""tesouro da sorte"", foi apresentado ao público pela primeira vez.

Mas grupos ambientalistas chineses defendem regras rígidas no tratamento com pandas, categorizados como uma espécie vulnerável pelo WWF, o Fundo Mundial para a Natureza. Apenas profissionais treinados deveriam ter contato com os animais, dizem.

Quais foram as críticas à banda?

A mídia chinesa e internautas acusaram as integrantes do Blackpink de colocar o panda em risco.

O jornal China Daily publicou que havia ""risco de transmissão de infecções zoonóticas, já que algumas das artistas têm cães e gatos de estimação"".

Outros disseram que as meninas usavam muita maquiagem e tocaram a mão do panda sem usar máscaras e luvas.
Getty Images via BBC


A rede social chinesa Weibo acumulou milhares de postagens com uma hashtag afirmando: ""o Blackpink tocou o filhote de panda de maneira errada"".

""Tesouros nacionais da China estão na Coreia do Sul, mas os coreanos não estão cumprindo as regras ao lidar com eles. Por que o Blackpink é privilegiado?"", escreveu um usuário.

Outra pessoa pediu às autoridades chinesas que ""tragam nossos tesouros nacionais de volta"", enquanto outra pediu que as integrantes da banda ""se desculpem publicamente"".

A polêmica se intensificou quando uma organização chinesa dedicada à conservação ambiental se pronunciou.

A China Wildlife Conservation Association (CWCA) disse que escreveu uma carta de reclamação ao Everland Resort na Coreia do Sul. Nela, o grupo pediu ao zoológico que ""impeça imediatamente"" qualquer pessoa, exceto cuidadores ou veterinários, de tocar nos pandas.

Como a banda se posicionou?

A banda ainda não se manifestou publicamente, mas seu selo musical, YG Entertainment, tratou do episódio em um comunicado.

A gravadora defendeu a visita da banda aos animais, argumentando que ""todas as integrantes usavam luvas higiênicas, máscaras e roupas de proteção"" em todos os momentos.

No entanto, em respeito às críticas, decidiu suspender o vídeo.

O Blackpink não é a primeira banda de K-pop a causar controvérsia na China.

No mês passado, a boyband BST foi duramente criticada no país depois de um integrante fazer comentários sobre a Guerra da Coreia. O caso levou produtos de merchandising da banda a serem retirados de sites chineses.
",../entretenimento/98.txt,"O artigo relata que a banda feminina de K-pop, Blackpink, causou polêmica na China depois que suas integrantes foram vistas fazendo afagos em um filhote de panda durante um reality show. As cenas pareciam inocentes, mas provocaram uma onda de protestos na mídia e nas redes sociais chinesas, levando a gravadora da banda a retirar o vídeo do ar. Na China, o tratamento de pandas é um assunto sensível, já que esses animais vivem apenas em seu habitat natural no país. Grupos ambientalistas chineses defendem regras estritas para o contato com os pandas, argumentando que apenas profissionais treinados deveriam ter acesso a eles. As críticas à banda incluíram acusações de colocar o panda em risco de infecções e de não seguir as regras adequadas de higiene. A China Wildlife Conservation Association escreveu uma carta de reclamação ao zoológico sul-coreano onde o programa foi gravado, pedindo que apenas cuidadores e veterinários tenham contato com os pandas. O selo musical da banda, YG Entertainment, defendeu a visita das integrantes aos animais, alegando que elas utilizaram luvas higiênicas, máscaras e roupas de proteção. No entanto, em resposta às críticas, a gravadora decidiu suspender o vídeo.",entretenimento/98.txt
"William Bonner completa 57 anos de idade e recebe homenagens da amada

O jornalista e âncora do Jornal Nacional, William Bonner, completou seus 57 anos de primavera na última segunda-feira (16), e recebeu uma linda homenagem de sua esposa Natasha Dantas, feita em sua rede social.

Em seu Instagram, a fisioterapeuta abriu o coração e exibiu várias fotos do casal. “Fui no bloco de notas e escrevi um textão para falar sobre ele neste dia. Mas, em vez disso, só vou escrever que eu amo toda intensidade dele. Amo ver o orgulho que ele sente por ser o pai da Be, da Lau e do Vini e o amor que ele tem pelas irmãs, sobrinhos e amigos”, escreveu ela.

Mais tarde, ela fez um novo post, dessa vez com uma foto abraçadinha com o marido e vindo acompanhada de mais uma homenagem. “Vontade de encher esse feed com capturas de tantos momentos nossos, como quando ficamos de bobeira no sofá vendo TV. Ou quando o filmo chegando só porque acho muito fofo ver o Astor e Stella correrem para te encontrar. Quando também o filmo jogando corrida de carros de fórmula 1. Ele parece criança quando vence! Vontade de escrever uma poesia que consiga descrevê-lo, descrever a gente, ele e os meninos, ele e os doguinhos, ele e tudo mais"", disse.

A fisioterapeuta brinca ainda com o tamanho de suas dedicatórias ao amado no dia de seu aniversário, confessando o extenso texto, mas afirmando também, que conforme o dia passava e as mensagens para ele chegavam, a vontade de expressar seu amor, encantamento e admiração a dominavam e ela acabava se rendendo. Natasha então finaliza seu segundo post dizendo que ama o mundo particular dos dois, assim como o seu núcleo Bonemer e todos os integrantes dele. Em outra postagem ela concluiu suas homenagens com uma última foto do casal, seguida da legenda, “Viva você! Viva muito!”. ",../entretenimento/30.txt,"No texto, é mencionado que o jornalista William Bonner completou 57 anos de idade e recebeu uma homenagem de sua esposa Natasha Dantas em sua rede social. Natasha expressou seu amor e admiração por William, destacando o orgulho que ele sente por ser pai, seu amor pela família e amigos, e momentos especiais que compartilham juntos. Ela brinca sobre suas dedicatórias extensas, afirmado que a vontade de expressar seu amor só aumentava ao longo do dia. Natasha conclui as homenagens declarando seu amor por William e desejando que ele viva muito.",entretenimento/30.txt
"Dany Bananinha defende namorado após ser atacada pelos internautas

Na tarde da última terça-feira (17), Dany Bananinha usou os seus stories do Instagram para fazer um desabafo aos seus fãs. Na ocasião, a artista defendeu o namorado Pedro Koellreutter, após o rapaz ser chamado de machista por alguns internautas.

Tudo teve início, quando a modelo surgiu cozinhando para o amado. “Um dia eu postei que tinha conseguido fazer o almoço para o papai, que ele vem almoçar em casa e fica com a Lara, e eu consigo fazer minhas coisas um pouquinho, dar uma fugidinha e treinar. Uma menina falou que isso faz parte de uma criação de machismo. Eu fui criada só por mulheres e educada para cuidar das minhas coisas, de tudo o que conquisto e das coisas que eu amo”, começou ela, que se prolongou.

“Eu amo minha casa, minha família, meu ‘namorido’, minha filha, meus amigos, então amo cozinhar para todo mundo. Isso não tem nada a ver com machismo. Fiquei apavorada com o que eu li. Essa coisa não me pega, não me pega mesmo. Nunca vou deixar de cuidar da minha casa, independentemente de estar com um homem, casada ou não”, contou a modelo que prosseguiu.

“É uma coisa da minha criação. Minha vó mandava a gente arrumar a casa duas vezes ao dia, minha mãe até hoje é assim. Independentemente disso, a gente tem que cuidar e fazer as coisas que a gente gosta. Tem um monte de mulher que não gosta de fazer e não faz, não é uma obrigação”, comentou Dany, que preza pelos cuidados em sua casa.",../entretenimento/45.txt,"Dany Bananinha usou suas redes sociais para defender seu namorado Pedro Koellreutter, que estava sendo chamado de machista por alguns internautas. Ela explicou que estava cozinhando para ele porque gosta de cuidar da sua casa e de fazer as coisas que ama, não porque é obrigada. Ela ressaltou que foi criada por mulheres e educada para cuidar de suas coisas e que isso não tem nada a ver com machismo.",entretenimento/45.txt
"Ex-BBB Patrícia Leitte faz B.O após sofrer ataque em rede social

A ex-BBB Patrícia Leitte revelou que fez um Boletim de Ocorrência nesta última segunda-feira (16), logo após ser alvo de um ataque orquestrado por uma internauta em sua rede social.

A famosa compartilhou um vídeo no Instagram onde contou detalhes do ocorrido. Ainda indignada com a situação, Patrícia, que estava fazendo aniversário na data, afirmou que chegou a ser xingada pela mulher.

“Hoje é o meu aniversário e por ser essa data tão importante que tomei a decisão de processar uma pessoa, uma hater que veio me acusar aqui. Me chamou de ‘p**a’ em meu Instagram. A gente não merece passar por isso”, disse Patrícia.

“Infelizmente não queria estar falando sobre esse fato que ocorreu aqui no meu insta, mas somente quando alguém toma punição pelo seu péssimo comportamento serve de exemplo para outras pessoas que vivem destilando ódio na internet”, completou a cearense.

Em outro momento, Patrícia declarou que não é porque ela é uma figura conhecida, que deve aguentar mensagens de ódio nas redes sociais. “Em que mundo ela está? Sair ofendendo as pessoas do nada! Ainda bem que a lei existe e a justiça está aí para ser feita!”, disse.

E completou: “Fiquei abalada, fragilizada e chorei muito ao ver tamanha maldade. Mas vamos seguir acreditando em dias melhores, e que essas pessoas tenham ciência do quanto fazem mal as outras com suas palavras pesadas”.",../entretenimento/48.txt,"A ex-BBB Patrícia Leitte registrou um Boletim de Ocorrência após ser alvo de um ataque em sua rede social. Ela compartilhou um vídeo no Instagram onde relatava o ocorrido, afirmando que foi xingada por uma internauta. Patrícia afirmou que decidiu processar a pessoa responsável pelo ataque, pois ninguém merece passar por esse tipo de situação. Ela também ressaltou que, mesmo sendo uma figura pública, não deve ter que lidar com mensagens de ódio nas redes sociais. A ex-participante do BBB se sentiu abalada e chorou com a maldade sofrida, mas continua acreditando em dias melhores e espera que as pessoas conscientizem-se sobre o mal que fazem aos outros com suas palavras pesadas.",entretenimento/48.txt
